age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,hours_per_week,native_country,income
45.0,private,148171.0,assoc-voc,11.0,married-civ-spouse,craft-repair,husband,white,male,40.0,united-states,>50k
80.5,private,271346.0,bachelors,13.0,married-civ-spouse,craft-repair,husband,white,male,52.5,united-states,>50k
49.0,state-gov,391585.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,40.0,united-states,>50k
25.0,private,104614.0,11th,7.0,never-married,craft-repair,unmarried,white,female,40.0,united-states,<=50k
36.0,self-emp-not-inc,219611.0,bachelors,13.0,never-married,sales,not-in-family,black,female,50.0,united-states,<=50k
69.0,private,76939.0,hs-grad,9.0,widowed,exec-managerial,not-in-family,white,female,40.0,united-states,<=50k
40.0,private,205706.0,hs-grad,9.0,married-civ-spouse,exec-managerial,wife,white,female,40.0,united-states,<=50k
37.0,self-emp-not-inc,282461.0,some-college,10.0,married-civ-spouse,exec-managerial,husband,white,male,52.5,united-states,<=50k
28.0,private,175431.0,9th,5.0,divorced,prof-specialty,not-in-family,black,female,40.0,united-states,<=50k
35.0,private,24106.0,some-college,10.0,married-civ-spouse,exec-managerial,husband,white,male,40.0,united-states,>50k
80.5,private,29441.0,7th-8th,4.5,widowed,craft-repair,not-in-family,white,male,32.5,united-states,<=50k
29.0,private,338270.0,hs-grad,9.0,separated,adm-clerical,unmarried,white,female,40.0,united-states,<=50k
43.0,private,338290.0,some-college,10.0,married-civ-spouse,prof-specialty,husband,white,male,40.0,united-states,<=50k
77.0,private,154205.0,hs-grad,9.0,widowed,craft-repair,not-in-family,white,female,32.5,united-states,<=50k
32.0,private,46746.0,some-college,10.0,divorced,craft-repair,unmarried,white,male,40.0,united-states,<=50k
21.0,private,124242.0,assoc-acdm,10.0,never-married,other-service,own-child,white,female,40.0,united-states,<=50k
50.0,private,416720.25,10th,6.0,married-civ-spouse,other-service,husband,white,male,32.5,el-salvador,<=50k
66.0,local-gov,222810.0,some-college,10.0,divorced,other-service,other-relative,white,female,40.0,united-states,>50k
24.0,private,416720.25,bachelors,13.0,married-civ-spouse,exec-managerial,wife,white,female,45.0,united-states,>50k
20.0,private,196678.0,12th,8.0,never-married,adm-clerical,own-child,white,female,40.0,united-states,<=50k
21.0,private,153718.0,some-college,10.0,never-married,other-service,not-in-family,asian-pac-islander,female,32.5,united-states,<=50k
32.0,private,161075.0,hs-grad,9.0,never-married,craft-repair,unmarried,white,male,40.0,united-states,<=50k
45.0,local-gov,170099.0,assoc-acdm,12.0,married-civ-spouse,handlers-cleaners,husband,white,male,40.0,united-states,<=50k
35.0,private,172186.0,some-college,10.0,never-married,craft-repair,own-child,white,male,40.0,united-states,<=50k
21.0,private,116788.0,hs-grad,9.0,never-married,craft-repair,own-child,white,male,40.0,united-states,<=50k
38.0,private,236391.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,white,male,40.0,united-states,>50k
28.0,private,72443.0,some-college,10.0,never-married,exec-managerial,not-in-family,white,male,52.5,united-states,<=50k
43.0,self-emp-not-inc,170230.0,bachelors,13.0,never-married,sales,not-in-family,white,female,52.5,united-states,<=50k
30.0,local-gov,131776.0,masters,14.0,never-married,adm-clerical,not-in-family,white,female,40.0,united-states,<=50k
60.0,private,123218.0,some-college,10.0,married-civ-spouse,other-service,husband,white,male,40.0,united-states,<=50k
43.0,private,190786.0,hs-grad,9.0,married-civ-spouse,other-service,husband,white,male,40.0,united-states,>50k
34.0,private,324654.0,hs-grad,9.0,never-married,machine-op-inspct,own-child,asian-pac-islander,male,40.0,china,<=50k
74.0,self-emp-not-inc,392886.0,hs-grad,9.0,widowed,farming-fishing,not-in-family,white,female,32.5,united-states,<=50k
34.0,private,160634.0,some-college,10.0,married-civ-spouse,craft-repair,husband,white,male,40.0,united-states,>50k
36.0,private,171676.0,bachelors,13.0,never-married,craft-repair,not-in-family,white,female,40.0,united-states,<=50k
17.0,private,200199.0,11th,7.0,never-married,sales,own-child,white,female,35.0,united-states,<=50k
41.0,private,392167.0,10th,6.0,divorced,sales,not-in-family,white,male,48.0,united-states,<=50k
41.0,local-gov,352056.0,assoc-acdm,12.0,never-married,exec-managerial,not-in-family,white,male,40.0,united-states,<=50k
52.0,private,276515.0,bachelors,13.0,married-civ-spouse,other-service,husband,white,male,40.0,cuba,<=50k
51.0,federal-gov,223206.0,doctorate,16.0,married-civ-spouse,prof-specialty,husband,asian-pac-islander,male,40.0,other-merged,>50k
34.0,self-emp-not-inc,304622.0,bachelors,13.0,divorced,prof-specialty,unmarried,white,female,50.0,united-states,<=50k
54.0,self-emp-inc,166459.0,prof-school,15.0,married-civ-spouse,prof-specialty,husband,white,male,52.5,united-states,>50k
31.0,private,191834.0,hs-grad,9.0,divorced,machine-op-inspct,other-relative,white,male,40.0,united-states,<=50k
57.0,self-emp-not-inc,286836.0,10th,6.0,married-civ-spouse,craft-repair,husband,white,male,32.5,united-states,<=50k
56.0,private,146326.0,hs-grad,9.0,married-civ-spouse,transport-moving,husband,white,male,50.0,united-states,<=50k
60.0,private,139391.0,some-college,10.0,married-spouse-absent,machine-op-inspct,not-in-family,white,male,50.0,united-states,>50k
44.0,private,206878.0,hs-grad,9.0,never-married,sales,other-relative,white,female,32.5,united-states,<=50k
50.0,private,162327.0,some-college,10.0,married-civ-spouse,handlers-cleaners,husband,white,male,50.0,united-states,<=50k
53.0,private,250034.0,bachelors,13.0,married-civ-spouse,exec-managerial,husband,black,male,50.0,united-states,>50k
44.0,federal-gov,192771.0,hs-grad,9.0,never-married,craft-repair,unmarried,white,female,40.0,united-states,<=50k
73.0,private,84390.0,assoc-voc,11.0,married-spouse-absent,craft-repair,not-in-family,white,female,32.5,united-states,<=50k
31.0,private,207685.0,hs-grad,9.0,never-married,other-service,unmarried,black,female,34.0,united-states,<=50k
57.0,federal-gov,199114.0,bachelors,13.0,never-married,adm-clerical,not-in-family,white,male,40.0,united-states,<=50k
29.0,private,103432.0,hs-grad,9.0,never-married,craft-repair,not-in-family,white,male,40.0,united-states,<=50k
34.0,federal-gov,223267.0,some-college,10.0,divorced,protective-serv,own-child,white,male,52.5,united-states,<=50k
42.0,self-emp-not-inc,336513.0,bachelors,13.0,married-civ-spouse,craft-repair,husband,white,male,52.5,united-states,>50k
33.0,private,309350.0,hs-grad,9.0,married-civ-spouse,adm-clerical,husband,white,male,40.0,united-states,<=50k
30.0,self-emp-not-inc,182089.0,hs-grad,9.0,married-civ-spouse,farming-fishing,husband,white,male,52.5,united-states,<=50k
43.0,state-gov,310969.0,prof-school,15.0,married-civ-spouse,prof-specialty,husband,black,male,40.0,united-states,<=50k
31.0,private,175509.0,bachelors,13.0,never-married,prof-specialty,not-in-family,white,male,50.0,united-states,<=50k
31.0,private,91964.0,some-college,10.0,never-married,adm-clerical,other-relative,white,male,40.0,united-states,<=50k
68.0,private,140282.0,7th-8th,4.5,married-civ-spouse,craft-repair,husband,white,male,32.5,united-states,<=50k
50.0,local-gov,186888.0,hs-grad,10.0,married-civ-spouse,exec-managerial,wife,black,female,40.0,united-states,>50k
52.0,federal-gov,221532.0,bachelors,13.0,married-civ-spouse,protective-serv,husband,white,male,45.0,united-states,>50k
20.0,private,104981.0,hs-grad,9.0,never-married,sales,not-in-family,white,male,40.0,united-states,<=50k
57.0,self-emp-inc,368797.0,hs-grad,9.0,married-civ-spouse,exec-managerial,husband,white,male,40.0,united-states,<=50k
42.0,local-gov,121998.0,some-college,10.0,married-civ-spouse,exec-managerial,husband,white,male,40.0,united-states,>50k
64.0,federal-gov,173754.0,hs-grad,9.0,married-civ-spouse,adm-clerical,husband,white,male,40.0,united-states,<=50k
40.0,private,194360.0,9th,5.0,married-civ-spouse,handlers-cleaners,husband,white,male,40.0,united-states,<=50k
29.0,private,137476.0,bachelors,13.0,married-civ-spouse,craft-repair,wife,white,female,35.0,united-states,>50k
39.0,private,175390.0,hs-grad,9.0,never-married,sales,unmarried,black,female,40.0,united-states,<=50k
32.0,private,37070.0,assoc-voc,11.0,never-married,craft-repair,not-in-family,white,male,45.0,united-states,<=50k
47.0,self-emp-not-inc,77102.0,masters,14.0,divorced,prof-specialty,not-in-family,white,male,40.0,united-states,<=50k
33.0,private,292465.0,9th,5.0,married-civ-spouse,machine-op-inspct,husband,white,male,50.0,united-states,<=50k
30.0,private,416720.25,hs-grad,9.0,never-married,protective-serv,own-child,white,male,52.5,united-states,<=50k
30.0,private,193598.0,preschool,4.5,never-married,farming-fishing,not-in-family,white,male,40.0,mexico,<=50k
25.0,private,213385.0,hs-grad,9.0,never-married,adm-clerical,not-in-family,white,male,40.0,united-states,<=50k
28.0,private,355259.0,masters,14.0,never-married,prof-specialty,not-in-family,white,female,40.0,united-states,>50k
48.0,self-emp-inc,213140.0,some-college,10.0,married-civ-spouse,exec-managerial,husband,white,male,40.0,united-states,>50k
46.0,federal-gov,110884.0,hs-grad,9.0,never-married,adm-clerical,not-in-family,amer-indian-eskimo,male,40.0,united-states,<=50k
37.0,private,60722.0,some-college,10.0,divorced,exec-managerial,not-in-family,asian-pac-islander,female,40.0,japan,>50k
37.0,private,203828.0,9th,5.0,married-civ-spouse,transport-moving,husband,white,male,52.5,united-states,<=50k
72.0,self-emp-not-inc,203289.0,some-college,10.0,married-civ-spouse,craft-repair,husband,white,male,35.0,united-states,<=50k
17.0,private,218361.0,10th,6.0,never-married,other-service,own-child,white,female,32.5,united-states,<=50k
41.0,local-gov,133692.0,bachelors,10.0,divorced,protective-serv,unmarried,white,female,40.0,united-states,<=50k
52.0,federal-gov,29623.0,12th,8.0,never-married,other-service,unmarried,black,female,40.0,united-states,<=50k
28.0,private,83879.0,hs-grad,9.0,married-civ-spouse,machine-op-inspct,husband,black,male,40.0,united-states,<=50k
24.0,private,211345.0,some-college,10.0,never-married,craft-repair,own-child,white,female,40.0,mexico,<=50k
47.0,private,104068.0,hs-grad,9.0,divorced,prof-specialty,unmarried,amer-indian-eskimo,female,40.0,united-states,<=50k
31.0,private,356882.0,hs-grad,9.0,married-civ-spouse,machine-op-inspct,husband,white,male,40.0,united-states,<=50k
28.0,private,194940.0,hs-grad,9.0,married-civ-spouse,machine-op-inspct,husband,white,male,40.0,united-states,<=50k
42.0,private,184823.0,some-college,10.0,never-married,craft-repair,own-child,white,female,40.0,united-states,<=50k
53.0,private,111939.0,bachelors,13.0,married-civ-spouse,other-service,husband,white,male,35.0,united-states,<=50k
33.0,private,319422.0,some-college,10.0,married-civ-spouse,transport-moving,husband,white,male,52.5,peru,<=50k
38.0,private,191103.0,prof-school,15.0,married-civ-spouse,prof-specialty,husband,white,male,52.5,united-states,>50k
25.0,private,309098.0,assoc-voc,11.0,never-married,prof-specialty,not-in-family,white,male,40.0,united-states,<=50k
25.0,private,265618.0,hs-grad,9.0,separated,protective-serv,own-child,black,male,40.0,united-states,<=50k
37.0,private,286026.0,hs-grad,9.0,married-civ-spouse,prof-specialty,husband,white,male,40.0,united-states,>50k
20.0,private,291407.0,11th,7.0,never-married,handlers-cleaners,own-child,black,male,40.0,united-states,<=50k
50.0,local-gov,196307.0,some-college,10.0,married-civ-spouse,craft-repair,husband,white,male,40.0,united-states,>50k
28.0,private,210313.0,10th,6.0,never-married,handlers-cleaners,other-relative,white,male,40.0,mexico,<=50k
48.0,private,191858.0,some-college,10.0,married-civ-spouse,craft-repair,husband,white,male,40.0,united-states,<=50k
30.0,private,356015.0,11th,7.0,married-spouse-absent,handlers-cleaners,not-in-family,amer-indian-eskimo,male,40.0,mexico,<=50k
63.0,private,188914.0,hs-grad,9.0,widowed,machine-op-inspct,other-relative,black,female,40.0,haiti,<=50k
20.0,private,416720.25,hs-grad,9.0,never-married,other-service,own-child,white,female,40.0,mexico,<=50k
51.0,local-gov,133050.0,some-college,10.0,married-civ-spouse,exec-managerial,husband,black,male,40.0,united-states,>50k
31.0,private,193231.0,bachelors,13.0,never-married,tech-support,not-in-family,white,male,52.5,united-states,<=50k
23.0,private,214227.0,assoc-voc,11.0,divorced,adm-clerical,not-in-family,white,female,32.5,united-states,<=50k
52.0,private,98588.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,white,male,40.0,united-states,<=50k
57.0,private,41762.0,hs-grad,9.0,married-civ-spouse,craft-repair,husband,asian-pac-islander,male,40.0,south,>50k
25.0,private,112847.0,hs-grad,9.0,married-civ-spouse,transport-moving,own-child,other,male,40.0,united-states,<=50k
25.0,private,215384.0,11th,7.0,never-married,other-service,not-in-family,white,male,40.0,united-states,<=50k
80.5,private,157932.0,hs-grad,9.0,divorced,handlers-cleaners,not-in-family,white,male,40.0,united-states,<=50k
36.0,private,192704.0,12th,8.0,never-married,exec-managerial,not-in-family,white,male,50.0,united-states,<=50k
25.0,private,175128.0,hs-grad,9.0,married-civ-spouse,transport-moving,husband,white,male,40.0,united-states,<=50k
50.0,self-emp-inc,119099.0,some-college,10.0,married-civ-spouse,exec-managerial,husband,white,male,52.5,united-states,>50k
30.0,state-gov,190385.0,some-college,10.0,never-married,adm-clerical,not-in-family,white,female,37.0,united-states,<=50k
30.0,local-gov,247328.0,some-college,10.0,never-married,adm-clerical,not-in-family,white,male,40.0,united-states,<=50k
45.0,private,201127.0,hs-grad,9.0,married-civ-spouse,machine-op-inspct,husband,white,male,40.0,united-states,<=50k
32.0,private,144064.0,bachelors,13.0,never-married,tech-support,not-in-family,white,male,40.0,united-states,<=50k
22.0,private,126822.0,bachelors,13.0,never-married,adm-clerical,own-child,white,female,52.5,united-states,<=50k
42.0,private,32533.0,some-college,10.0,never-married,craft-repair,not-in-family,white,male,45.0,united-states,<=50k
59.0,private,98361.0,11th,7.0,married-civ-spouse,machine-op-inspct,husband,white,male,40.0,united-states,<=50k
53.0,private,104413.0,hs-grad,9.0,widowed,other-service,unmarried,black,female,32.5,united-states,<=50k
37.0,private,123211.0,hs-grad,9.0,married-civ-spouse,other-service,husband,white,male,44.0,united-states,>50k
70.0,private,92593.0,some-college,10.0,widowed,craft-repair,not-in-family,white,female,32.5,united-states,<=50k
37.0,private,191754.0,bachelors,13.0,married-civ-spouse,adm-clerical,husband,white,male,50.0,united-states,>50k
32.0,private,229051.0,some-college,10.0,married-civ-spouse,prof-specialty,husband,white,male,40.0,united-states,<=50k
44.0,private,378251.0,hs-grad,9.0,married-civ-spouse,adm-clerical,wife,white,female,38.0,united-states,<=50k
29.0,private,133937.0,doctorate,16.0,never-married,prof-specialty,own-child,white,male,40.0,united-states,<=50k
47.0,local-gov,183486.0,bachelors,10.0,married-civ-spouse,prof-specialty,wife,white,female,50.0,united-states,>50k
80.5,private,232421.0,hs-grad,9.0,married-spouse-absent,transport-moving,not-in-family,other,male,32.5,canada,<=50k
40.0,private,259307.0,masters,14.0,married-civ-spouse,exec-managerial,husband,white,male,50.0,united-states,>50k
40.0,private,139193.0,hs-grad,9.0,divorced,machine-op-inspct,not-in-family,white,male,48.0,united-states,<=50k
80.5,private,250157.0,bachelors,13.0,never-married,prof-specialty,not-in-family,white,female,52.5,united-states,<=50k
41.0,private,416720.25,masters,14.0,married-civ-spouse,exec-managerial,husband,white,male,52.5,united-states,>50k
20.0,private,189203.0,assoc-acdm,12.0,never-married,craft-repair,not-in-family,white,male,40.0,united-states,<=50k
38.0,private,143538.0,hs-grad,9.0,never-married,machine-op-inspct,not-in-family,white,female,40.0,united-states,<=50k
68.0,private,270339.0,10th,6.0,married-civ-spouse,craft-repair,husband,white,male,35.0,united-states,<=50k
18.0,private,118847.0,12th,8.0,never-married,sales,own-child,white,female,32.5,united-states,<=50k
22.0,private,58916.0,some-college,10.0,never-married,adm-clerical,not-in-family,white,female,32.5,united-states,<=50k
80.5,private,317702.0,9th,5.0,never-married,other-service,own-child,black,female,40.0,united-states,<=50k
73.0,local-gov,205580.0,5th-6th,4.5,married-civ-spouse,prof-specialty,husband,white,male,32.5,united-states,<=50k
34.0,federal-gov,172716.0,12th,8.0,married-civ-spouse,armed-forces,husband,white,male,40.0,united-states,<=50k
66.0,private,22313.0,11th,7.0,married-civ-spouse,craft-repair,husband,white,male,32.5,united-states,<=50k
